id,timestamp,sender,message,reply_to,reaction
4666,2026-01-07 19:30:00,acc2,Opening theme has been stuck in my head. 😭,,
4667,2026-01-07 19:32:00,acc3,I think today's episode was incredible! 👀,4653,😂
4668,2026-01-07 19:34:00,acc4,Who's your favorite character from Solo Leveling? 😭,,😎
4669,2026-01-07 19:36:00,acc1,No spoilers please! 🎉,,❤️
4670,2026-01-07 19:38:00,acc2,"Quote of the day: ""Power comes in response to a need."" 🎉",,💯
4671,2026-01-07 19:40:00,acc3,No spoilers please! 🙌,,😎
4672,2026-01-07 19:42:00,acc4,I think today's episode was incredible! 🍜,,👏
4673,2026-01-07 19:44:00,acc1,Random anime fact: Many anime openings become chart-topping songs. 🙌,4665,😭
4674,2026-01-07 19:46:00,acc2,My favorite moment in Naruto still gives me chills 👀,4658,😮
4675,2026-01-07 19:48:00,acc3,My favorite moment in Haikyuu!! still gives me chills 🔥,,💯
4676,2026-01-07 19:50:00,acc4,Random anime fact: Many anime openings become chart-topping songs. ❤️,,😎
4677,2026-01-07 19:52:00,acc1,Anyone watching Frieren lately? 🎉,,👏
4678,2026-01-07 19:54:00,acc2,Opening theme has been stuck in my head. 👀,4669,🔥
4679,2026-01-07 19:56:00,acc3,I think today's episode was incredible! 👀,4676,
4680,2026-01-07 19:58:00,acc4,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 👀,,😭
4681,2026-01-07 20:00:00,acc1,My favorite moment in Steins;Gate still gives me chills 😂,4668,💯
4682,2026-01-07 20:02:00,acc2,No spoilers please! 🙌,,👏
4683,2026-01-07 20:04:00,acc3,That animation quality was insane! 🍜,,😂
4684,2026-01-07 20:06:00,acc4,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🙌,,👍
4685,2026-01-07 20:08:00,acc1,That animation quality was insane! 🤔,4669,😎
4686,2026-01-07 20:10:00,acc2,Who's your favorite character from Jujutsu Kaisen? 💯,4678,😂
4687,2026-01-07 20:12:00,acc3,My favorite moment in My Hero Academia still gives me chills 🎉,,😭
4688,2026-01-07 20:14:00,acc4,I'm rewatching Fullmetal Alchemist this weekend. 💯,,💯
4689,2026-01-07 20:16:00,acc1,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🤔,,😭
4690,2026-01-07 20:18:00,acc2,I'm rewatching Jujutsu Kaisen this weekend. 👀,4682,😮
4691,2026-01-07 20:20:00,acc3,My favorite moment in Jujutsu Kaisen still gives me chills 😎,,😂
4692,2026-01-07 20:22:00,acc4,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🎉",4681,❤️
4693,2026-01-07 20:24:00,acc1,I think today's episode was incredible! 🤔,,👍
4694,2026-01-07 20:26:00,acc2,No spoilers please! 😀,,😮
4695,2026-01-07 20:28:00,acc3,That animation quality was insane! 🔥,4682,👍
4696,2026-01-07 20:30:00,acc4,I'm rewatching One Piece this weekend. 😀,,🔥
4697,2026-01-07 20:32:00,acc1,No spoilers please! 🙌,,🔥
4698,2026-01-07 20:34:00,acc2,Who's your favorite character from Steins;Gate? 📚,,😭
4699,2026-01-07 20:36:00,acc3,That animation quality was insane! 😂,4685,😎
4700,2026-01-07 20:38:00,acc4,That animation quality was insane! 🍜,4687,❤️
4701,2026-01-07 20:40:00,acc1,No spoilers please! 😭,4695,😮
4702,2026-01-07 20:42:00,acc2,Anyone watching One Piece lately? 🍜,,😮
4703,2026-01-07 20:44:00,acc3,My favorite moment in Steins;Gate still gives me chills 😭,,😮
4704,2026-01-07 20:46:00,acc4,No spoilers please! 💯,,👏
4705,2026-01-07 20:48:00,acc1,My favorite moment in One Piece still gives me chills 🙌,4693,😂
4706,2026-01-07 20:50:00,acc2,Anyone watching Vinland Saga lately? ✨,4694,❤️
4707,2026-01-07 20:52:00,acc3,Anyone watching Attack on Titan lately? 🤔,4703,💯
4708,2026-01-07 20:54:00,acc4,I think today's episode was incredible! 😂,4703,👏
4709,2026-01-07 20:56:00,acc1,Random anime fact: Voice actors in Japan are called seiyuu. 🙌,,😎
4710,2026-01-07 20:58:00,acc2,No spoilers please! 🍜,,😭
4711,2026-01-07 21:00:00,acc3,I think today's episode was incredible! ❤️,4706,👍
4712,2026-01-07 21:02:00,acc4,I think today's episode was incredible! 🔥,4706,🔥
4713,2026-01-07 21:04:00,acc1,My favorite moment in Dragon Ball still gives me chills 😂,4709,😂
4714,2026-01-07 21:06:00,acc2,That animation quality was insane! 💯,4705,😭
4715,2026-01-07 21:08:00,acc3,My favorite moment in Demon Slayer still gives me chills ❤️,4703,😎
4716,2026-01-07 21:10:00,acc4,I think today's episode was incredible! 😎,4708,😎
4717,2026-01-07 21:12:00,acc1,My favorite moment in One Piece still gives me chills ⚡,4707,❤️
4718,2026-01-07 21:14:00,acc2,"Quote of the day: ""A lesson without pain is meaningless."" 👀",,👏
4719,2026-01-07 21:16:00,acc3,Random anime fact: Many anime openings become chart-topping songs. 👀,,👏
4720,2026-01-07 21:18:00,acc4,I'm rewatching Vinland Saga this weekend. ⚡,4717,❤️
4721,2026-01-07 21:20:00,acc1,I'm rewatching Attack on Titan this weekend. 🎉,4717,😎
4722,2026-01-07 21:22:00,acc2,I think today's episode was incredible! 🎉,4708,😭
4723,2026-01-07 21:24:00,acc3,That animation quality was insane! 😂,,
4724,2026-01-07 21:26:00,acc4,Anyone watching Dragon Ball lately? ⚡,4709,👏
4725,2026-01-07 21:28:00,acc1,"Quote of the day: ""People's dreams never end."" 🎉",,😎
4726,2026-01-07 21:30:00,acc2,No spoilers please! 📚,,😭
4727,2026-01-07 21:32:00,acc3,No spoilers please! 🔥,4725,😎
4728,2026-01-07 21:34:00,acc4,That animation quality was insane! 😎,4723,❤️
4729,2026-01-07 21:36:00,acc1,I'm rewatching Hunter x Hunter this weekend. 👀,4726,
4730,2026-01-07 21:38:00,acc2,I think today's episode was incredible! 💯,4728,👍
4731,2026-01-07 21:40:00,acc3,I'm rewatching Hunter x Hunter this weekend. 💯,4729,😎
4732,2026-01-07 21:42:00,acc4,No spoilers please! 🤔,4724,💯
4733,2026-01-07 21:44:00,acc1,"Quote of the day: ""Power comes in response to a need."" 🎉",4724,💯
4734,2026-01-07 21:46:00,acc2,Anyone watching Hunter x Hunter lately? 😀,4725,
4735,2026-01-07 21:48:00,acc3,Who's your favorite character from Frieren? 👀,4724,😭
4736,2026-01-07 21:50:00,acc4,Anyone watching Steins;Gate lately? 😂,4729,😂
4737,2026-01-07 21:52:00,acc1,I think today's episode was incredible! 💯,,🔥
4738,2026-01-07 21:54:00,acc2,My favorite moment in Frieren still gives me chills 👀,4722,😮
4739,2026-01-07 21:56:00,acc3,No spoilers please! 💯,,
4740,2026-01-07 21:58:00,acc4,Anyone watching Solo Leveling lately? 🙌,4733,
4741,2026-01-07 22:00:00,acc1,I think today's episode was incredible! 🍜,4737,🔥
4742,2026-01-07 22:02:00,acc2,No spoilers please! 💯,,😭
4743,2026-01-07 22:04:00,acc3,Anyone watching Frieren lately? 💯,4738,🔥
4744,2026-01-07 22:06:00,acc4,I'm rewatching Naruto this weekend. 🎉,4734,❤️
4745,2026-01-07 22:08:00,acc1,Anyone watching Fullmetal Alchemist lately? 💯,4737,🔥
4746,2026-01-07 22:10:00,acc2,"Quote of the day: ""A lesson without pain is meaningless."" 🔥",,😎
4747,2026-01-07 22:12:00,acc3,"Quote of the day: ""People's dreams never end."" ❤️",,
4748,2026-01-07 22:14:00,acc4,Anyone watching Solo Leveling lately? 🤔,4735,❤️
4749,2026-01-07 22:16:00,acc1,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🤔",,🔥
4750,2026-01-07 22:18:00,acc2,My favorite moment in Solo Leveling still gives me chills 🎉,,😭
4751,2026-01-07 22:20:00,acc3,Anyone watching Jujutsu Kaisen lately? 🙌,,😂
4752,2026-01-07 22:22:00,acc4,My favorite moment in Hunter x Hunter still gives me chills ⚡,,
4753,2026-01-07 22:24:00,acc1,I think today's episode was incredible! ❤️,,👏
4754,2026-01-07 22:26:00,acc2,Anyone watching My Hero Academia lately? 😀,,😭
4755,2026-01-07 22:28:00,acc3,Who's your favorite character from Steins;Gate? 😭,,👏
4756,2026-01-07 22:30:00,acc4,Random anime fact: One Piece is among the best-selling manga series. 😂,,
4757,2026-01-07 22:32:00,acc1,Random anime fact: Many anime openings become chart-topping songs. 😂,4752,👍
4758,2026-01-07 22:34:00,acc2,That animation quality was insane! ⚡,,😂
4759,2026-01-07 22:36:00,acc3,"Quote of the day: ""Keep moving forward."" 💯",4753,👍
4760,2026-01-07 22:38:00,acc4,That animation quality was insane! 😎,4749,🔥
4761,2026-01-07 22:40:00,acc1,I think today's episode was incredible! 🤔,4750,
4762,2026-01-07 22:42:00,acc2,"Quote of the day: ""A lesson without pain is meaningless."" 😭",4752,👍
4763,2026-01-07 22:44:00,acc3,No spoilers please! 🎉,4757,😮
4764,2026-01-07 22:46:00,acc4,That animation quality was insane! ⚡,4751,
4765,2026-01-07 22:48:00,acc1,Anyone watching Naruto lately? 😀,4760,🔥
4766,2026-01-07 22:50:00,acc2,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🙌,4756,
4767,2026-01-07 22:52:00,acc3,Anyone watching One Piece lately? 🔥,4756,👏
4768,2026-01-07 22:54:00,acc4,Opening theme has been stuck in my head. ⚡,,😭
4769,2026-01-07 22:56:00,acc1,My favorite moment in One Piece still gives me chills 🤔,,👍
4770,2026-01-07 22:58:00,acc2,Who's your favorite character from Fullmetal Alchemist? 😎,4761,💯
4771,2026-01-07 23:00:00,acc3,Random anime fact: Voice actors in Japan are called seiyuu. 😭,4763,🔥
4772,2026-01-07 23:02:00,acc4,My favorite moment in Hunter x Hunter still gives me chills 👀,4758,
4773,2026-01-07 23:04:00,acc1,My favorite moment in Haikyuu!! still gives me chills 🔥,,👏
4774,2026-01-07 23:06:00,acc2,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 😂,,💯
4775,2026-01-07 23:08:00,acc3,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 🔥,4769,😭
4776,2026-01-07 23:10:00,acc4,I'm rewatching My Hero Academia this weekend. 🔥,4765,😮
4777,2026-01-07 23:12:00,acc1,I'm rewatching Solo Leveling this weekend. ✨,4775,😎
4778,2026-01-07 23:14:00,acc2,Random anime fact: Did you know? Anime is often adapted from manga or light novels. ❤️,,😎
4779,2026-01-07 23:16:00,acc3,Opening theme has been stuck in my head. 😭,4777,😮
4780,2026-01-07 23:18:00,acc4,No spoilers please! 🤔,4766,😮
4781,2026-01-07 23:20:00,acc1,Opening theme has been stuck in my head. 🍜,,👍
4782,2026-01-07 23:22:00,acc2,Who's your favorite character from Vinland Saga? 🔥,4771,😂
4783,2026-01-07 23:24:00,acc3,No spoilers please! ⚡,4771,😭
4784,2026-01-07 23:26:00,acc4,Anyone watching Death Note lately? 😎,,
4785,2026-01-07 23:28:00,acc1,I'm rewatching Steins;Gate this weekend. ⚡,4782,👍
4786,2026-01-07 23:30:00,acc2,Opening theme has been stuck in my head. 📚,4779,😭
4787,2026-01-07 23:32:00,acc3,That animation quality was insane! 🔥,4783,
4788,2026-01-07 23:34:00,acc4,That animation quality was insane! 📚,4773,💯
4789,2026-01-07 23:36:00,acc1,Anyone watching Steins;Gate lately? 😀,,😭
4790,2026-01-07 23:38:00,acc2,Anyone watching Bleach lately? 😭,,💯
4791,2026-01-07 23:40:00,acc3,That animation quality was insane! 🙌,,😭
4792,2026-01-07 23:42:00,acc4,I'm rewatching Dragon Ball this weekend. 🔥,4779,❤️
4793,2026-01-07 23:44:00,acc1,I think today's episode was incredible! ✨,,👏
4794,2026-01-07 23:46:00,acc2,Anyone watching Steins;Gate lately? 🎉,,
4795,2026-01-07 23:48:00,acc3,Who's your favorite character from Bleach? 💯,4787,😭
4796,2026-01-07 23:50:00,acc4,Anyone watching One Piece lately? ⚡,4792,💯
4797,2026-01-07 23:52:00,acc1,Anyone watching Death Note lately? 🔥,4791,❤️
4798,2026-01-07 23:54:00,acc2,Who's your favorite character from Naruto? 😀,,💯
4799,2026-01-07 23:56:00,acc3,That animation quality was insane! 👀,4785,😮
4800,2026-01-07 23:58:00,acc4,My favorite moment in Vinland Saga still gives me chills 🤔,,
4801,2026-01-08 00:00:00,acc1,My favorite moment in One Piece still gives me chills 😀,4796,👏
4802,2026-01-08 00:02:00,acc2,I think today's episode was incredible! 😀,,👏
4803,2026-01-08 00:04:00,acc3,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🔥",4796,😂
4804,2026-01-08 00:06:00,acc4,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 💯,4802,😭
4805,2026-01-08 00:08:00,acc1,Who's your favorite character from Dragon Ball? ⚡,4799,👏
4806,2026-01-08 00:10:00,acc2,Opening theme has been stuck in my head. 🤔,4797,😮
4807,2026-01-08 00:12:00,acc3,That animation quality was insane! 🔥,4801,
4808,2026-01-08 00:14:00,acc4,Who's your favorite character from Steins;Gate? 😀,,😮
4809,2026-01-08 00:16:00,acc1,Who's your favorite character from Attack on Titan? ⚡,,👏
4810,2026-01-08 00:18:00,acc2,Opening theme has been stuck in my head. ⚡,4807,😭
4811,2026-01-08 00:20:00,acc3,Opening theme has been stuck in my head. 🎉,,😎
4812,2026-01-08 00:22:00,acc4,Anyone watching Attack on Titan lately? 🎉,4801,👏
4813,2026-01-08 00:24:00,acc1,Opening theme has been stuck in my head. 😎,4809,👏
4814,2026-01-08 00:26:00,acc2,No spoilers please! ✨,,😮
4815,2026-01-08 00:28:00,acc3,I think today's episode was incredible! ❤️,4801,😮
4816,2026-01-08 00:30:00,acc4,Who's your favorite character from Naruto? ⚡,,👍
4817,2026-01-08 00:32:00,acc1,I think today's episode was incredible! 😎,4806,😂
4818,2026-01-08 00:34:00,acc2,My favorite moment in My Hero Academia still gives me chills 😂,4803,👍
4819,2026-01-08 00:36:00,acc3,Who's your favorite character from Dragon Ball? ✨,,💯
4820,2026-01-08 00:38:00,acc4,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🍜,,👏
4821,2026-01-08 00:40:00,acc1,"Quote of the day: ""Keep moving forward."" 💯",,😭
4822,2026-01-08 00:42:00,acc2,No spoilers please! 🙌,,👍
4823,2026-01-08 00:44:00,acc3,Random anime fact: Voice actors in Japan are called seiyuu. 😎,,😭
4824,2026-01-08 00:46:00,acc4,I think today's episode was incredible! 🍜,,😂
4825,2026-01-08 00:48:00,acc1,Opening theme has been stuck in my head. 🙌,,❤️
4826,2026-01-08 00:50:00,acc2,No spoilers please! 👀,,😮
4827,2026-01-08 00:52:00,acc3,Opening theme has been stuck in my head. 🔥,,😭
4828,2026-01-08 00:54:00,acc4,Who's your favorite character from Attack on Titan? 📚,4824,😂
4829,2026-01-08 00:56:00,acc1,I'm rewatching Bleach this weekend. 😂,,👏
4830,2026-01-08 00:58:00,acc2,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🎉,4828,😂
4831,2026-01-08 01:00:00,acc3,No spoilers please! 👀,4824,😭
4832,2026-01-08 01:02:00,acc4,Who's your favorite character from My Hero Academia? 😎,,😮
4833,2026-01-08 01:04:00,acc1,Who's your favorite character from My Hero Academia? ❤️,,
4834,2026-01-08 01:06:00,acc2,"Quote of the day: ""Keep moving forward."" 🙌",,👍
4835,2026-01-08 01:08:00,acc3,I'm rewatching Solo Leveling this weekend. 🔥,,❤️
4836,2026-01-08 01:10:00,acc4,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 📚",4820,❤️
4837,2026-01-08 01:12:00,acc1,Who's your favorite character from Jujutsu Kaisen? 😎,4824,💯
4838,2026-01-08 01:14:00,acc2,My favorite moment in Dragon Ball still gives me chills 📚,4828,😎
4839,2026-01-08 01:16:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 🙌",4823,😭
4840,2026-01-08 01:18:00,acc4,Opening theme has been stuck in my head. 🤔,,👍
4841,2026-01-08 01:20:00,acc1,Anyone watching Solo Leveling lately? 😭,,😂
4842,2026-01-08 01:22:00,acc2,"Quote of the day: ""Power comes in response to a need."" ❤️",,😭
4843,2026-01-08 01:24:00,acc3,No spoilers please! 😂,,😂
4844,2026-01-08 01:26:00,acc4,I think today's episode was incredible! 🍜,,❤️
4845,2026-01-08 01:28:00,acc1,No spoilers please! ❤️,4836,😎
4846,2026-01-08 01:30:00,acc2,Anyone watching Demon Slayer lately? ✨,4836,❤️
4847,2026-01-08 01:32:00,acc3,Opening theme has been stuck in my head. 🤔,4836,😎
4848,2026-01-08 01:34:00,acc4,That animation quality was insane! 🤔,,😮
4849,2026-01-08 01:36:00,acc1,No spoilers please! 🔥,4835,👏
4850,2026-01-08 01:38:00,acc2,No spoilers please! 📚,4840,💯
4851,2026-01-08 01:40:00,acc3,That animation quality was insane! 😎,4846,
4852,2026-01-08 01:42:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. ✨,4849,😎
4853,2026-01-08 01:44:00,acc1,Random anime fact: One Piece is among the best-selling manga series. 🤔,,❤️
4854,2026-01-08 01:46:00,acc2,Opening theme has been stuck in my head. 🍜,4851,😭
4855,2026-01-08 01:48:00,acc3,Random anime fact: Many anime openings become chart-topping songs. ❤️,4842,💯
4856,2026-01-08 01:50:00,acc4,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 😎,4854,😭
4857,2026-01-08 01:52:00,acc1,I think today's episode was incredible! ✨,,😂
4858,2026-01-08 01:54:00,acc2,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 😀",,😎
4859,2026-01-08 01:56:00,acc3,Who's your favorite character from Death Note? ❤️,,❤️
4860,2026-01-08 01:58:00,acc4,No spoilers please! 💯,,🔥
4861,2026-01-08 02:00:00,acc1,I think today's episode was incredible! 🍜,4850,💯
4862,2026-01-08 02:02:00,acc2,I'm rewatching Demon Slayer this weekend. 🍜,4857,👍
4863,2026-01-08 02:04:00,acc3,I think today's episode was incredible! ❤️,4858,
4864,2026-01-08 02:06:00,acc4,I'm rewatching Death Note this weekend. 🔥,,😂
4865,2026-01-08 02:08:00,acc1,I'm rewatching Demon Slayer this weekend. 🍜,4849,😮
4866,2026-01-08 02:10:00,acc2,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🎉,,👏
4867,2026-01-08 02:12:00,acc3,"Quote of the day: ""Keep moving forward."" 👀",4863,😭
4868,2026-01-08 02:14:00,acc4,My favorite moment in My Hero Academia still gives me chills 😎,,😭
4869,2026-01-08 02:16:00,acc1,Who's your favorite character from Bleach? 😭,,😭
4870,2026-01-08 02:18:00,acc2,I think today's episode was incredible! 🍜,,👍
4871,2026-01-08 02:20:00,acc3,Who's your favorite character from Frieren? 💯,4861,😭
4872,2026-01-08 02:22:00,acc4,Random anime fact: Voice actors in Japan are called seiyuu. 🙌,4857,😂
4873,2026-01-08 02:24:00,acc1,I think today's episode was incredible! 🤔,4871,😭
4874,2026-01-08 02:26:00,acc2,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 📚,,
4875,2026-01-08 02:28:00,acc3,Opening theme has been stuck in my head. 🍜,4863,😂
4876,2026-01-08 02:30:00,acc4,That animation quality was insane! ⚡,,😎
4877,2026-01-08 02:32:00,acc1,Random anime fact: Voice actors in Japan are called seiyuu. 😂,4861,🔥
4878,2026-01-08 02:34:00,acc2,My favorite moment in Hunter x Hunter still gives me chills 😀,,😎
4879,2026-01-08 02:36:00,acc3,No spoilers please! 🔥,,👏
4880,2026-01-08 02:38:00,acc4,I think today's episode was incredible! 😀,4872,❤️
4881,2026-01-08 02:40:00,acc1,I think today's episode was incredible! 😂,4868,😭
4882,2026-01-08 02:42:00,acc2,I'm rewatching Steins;Gate this weekend. 😭,,😭
4883,2026-01-08 02:44:00,acc3,I'm rewatching Death Note this weekend. 🎉,,👏
4884,2026-01-08 02:46:00,acc4,Opening theme has been stuck in my head. 😭,,
4885,2026-01-08 02:48:00,acc1,Opening theme has been stuck in my head. 🤔,,
4886,2026-01-08 02:50:00,acc2,I think today's episode was incredible! 📚,,🔥
4887,2026-01-08 02:52:00,acc3,My favorite moment in Haikyuu!! still gives me chills 🙌,,😮
4888,2026-01-08 02:54:00,acc4,"Quote of the day: ""People's dreams never end."" ✨",4874,👏
4889,2026-01-08 02:56:00,acc1,Anyone watching Jujutsu Kaisen lately? 🔥,4887,😎
4890,2026-01-08 02:58:00,acc2,I think today's episode was incredible! 💯,,❤️
4891,2026-01-08 03:00:00,acc3,I think today's episode was incredible! 🍜,4886,😮
4892,2026-01-08 03:02:00,acc4,"Quote of the day: ""People's dreams never end."" 🎉",,😂
4893,2026-01-08 03:04:00,acc1,Opening theme has been stuck in my head. 🎉,4884,🔥
4894,2026-01-08 03:06:00,acc2,Who's your favorite character from One Piece? 🔥,4881,👏
4895,2026-01-08 03:08:00,acc3,Random anime fact: Voice actors in Japan are called seiyuu. 🎉,4883,😮
4896,2026-01-08 03:10:00,acc4,"Quote of the day: ""A lesson without pain is meaningless."" 👀",4886,🔥
4897,2026-01-08 03:12:00,acc1,Who's your favorite character from Frieren? 👀,,❤️
4898,2026-01-08 03:14:00,acc2,I'm rewatching Naruto this weekend. 🤔,4891,
4899,2026-01-08 03:16:00,acc3,I'm rewatching Naruto this weekend. 😎,4887,❤️
4900,2026-01-08 03:18:00,acc4,Random anime fact: Many anime openings become chart-topping songs. 📚,,💯
4901,2026-01-08 03:20:00,acc1,Opening theme has been stuck in my head. 📚,,❤️
4902,2026-01-08 03:22:00,acc2,No spoilers please! 😎,4893,❤️
4903,2026-01-08 03:24:00,acc3,Opening theme has been stuck in my head. 🎉,,😂
4904,2026-01-08 03:26:00,acc4,My favorite moment in My Hero Academia still gives me chills 😭,,🔥
4905,2026-01-08 03:28:00,acc1,My favorite moment in Frieren still gives me chills 🎉,,😂
4906,2026-01-08 03:30:00,acc2,My favorite moment in Bleach still gives me chills ✨,4890,❤️
4907,2026-01-08 03:32:00,acc3,Anyone watching Frieren lately? ✨,,😎
4908,2026-01-08 03:34:00,acc4,No spoilers please! 💯,4901,💯
4909,2026-01-08 03:36:00,acc1,"Quote of the day: ""Power comes in response to a need."" 🔥",,
4910,2026-01-08 03:38:00,acc2,Opening theme has been stuck in my head. 🍜,,😂
4911,2026-01-08 03:40:00,acc3,I think today's episode was incredible! ❤️,,😎
4912,2026-01-08 03:42:00,acc4,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🔥",4910,💯
4913,2026-01-08 03:44:00,acc1,My favorite moment in Death Note still gives me chills 📚,4898,👍
4914,2026-01-08 03:46:00,acc2,Opening theme has been stuck in my head. 📚,,❤️
4915,2026-01-08 03:48:00,acc3,Anyone watching Death Note lately? 🤔,,🔥
4916,2026-01-08 03:50:00,acc4,Who's your favorite character from Demon Slayer? 😎,4906,👍
4917,2026-01-08 03:52:00,acc1,No spoilers please! 📚,4907,👏
4918,2026-01-08 03:54:00,acc2,I think today's episode was incredible! ⚡,4904,👏
4919,2026-01-08 03:56:00,acc3,That animation quality was insane! 😂,4906,❤️
4920,2026-01-08 03:58:00,acc4,I'm rewatching Haikyuu!! this weekend. 💯,4912,❤️
4921,2026-01-08 04:00:00,acc1,I'm rewatching Bleach this weekend. 🤔,4905,🔥
4922,2026-01-08 04:02:00,acc2,That animation quality was insane! 😭,4906,👍
4923,2026-01-08 04:04:00,acc3,That animation quality was insane! 😎,4920,💯
4924,2026-01-08 04:06:00,acc4,Random anime fact: Many anime openings become chart-topping songs. ❤️,4911,🔥
4925,2026-01-08 04:08:00,acc1,My favorite moment in My Hero Academia still gives me chills ⚡,4914,😎
4926,2026-01-08 04:10:00,acc2,My favorite moment in One Piece still gives me chills ⚡,,👍
4927,2026-01-08 04:12:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 🔥",,👍
4928,2026-01-08 04:14:00,acc4,I'm rewatching Haikyuu!! this weekend. 🎉,,😎
4929,2026-01-08 04:16:00,acc1,I'm rewatching Fullmetal Alchemist this weekend. ❤️,,👍
4930,2026-01-08 04:18:00,acc2,I think today's episode was incredible! ✨,4927,😂
4931,2026-01-08 04:20:00,acc3,Who's your favorite character from Dragon Ball? 🙌,,❤️
4932,2026-01-08 04:22:00,acc4,Opening theme has been stuck in my head. 📚,4928,👍
4933,2026-01-08 04:24:00,acc1,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🍜,4920,💯
4934,2026-01-08 04:26:00,acc2,"Quote of the day: ""Keep moving forward."" 📚",4925,🔥
4935,2026-01-08 04:28:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 🔥",4919,😮
4936,2026-01-08 04:30:00,acc4,I think today's episode was incredible! ⚡,4926,💯
4937,2026-01-08 04:32:00,acc1,I'm rewatching Steins;Gate this weekend. 🙌,4925,❤️
4938,2026-01-08 04:34:00,acc2,My favorite moment in Haikyuu!! still gives me chills 🎉,,💯
4939,2026-01-08 04:36:00,acc3,I think today's episode was incredible! 🤔,4932,😭
4940,2026-01-08 04:38:00,acc4,Who's your favorite character from Death Note? 😂,,😮
4941,2026-01-08 04:40:00,acc1,Who's your favorite character from One Piece? 😂,,❤️
4942,2026-01-08 04:42:00,acc2,My favorite moment in Dragon Ball still gives me chills ✨,4937,🔥
4943,2026-01-08 04:44:00,acc3,No spoilers please! 😭,,❤️
4944,2026-01-08 04:46:00,acc4,"Quote of the day: ""People's dreams never end."" 🍜",4929,❤️
4945,2026-01-08 04:48:00,acc1,I think today's episode was incredible! 🎉,,😮
4946,2026-01-08 04:50:00,acc2,That animation quality was insane! 🔥,4933,💯
4947,2026-01-08 04:52:00,acc3,My favorite moment in Steins;Gate still gives me chills ⚡,4943,👍
4948,2026-01-08 04:54:00,acc4,I think today's episode was incredible! 💯,,👏
4949,2026-01-08 04:56:00,acc1,That animation quality was insane! 🎉,,🔥
4950,2026-01-08 04:58:00,acc2,That animation quality was insane! 👀,4936,😂
4951,2026-01-08 05:00:00,acc3,That animation quality was insane! ✨,4942,😮
4952,2026-01-08 05:02:00,acc4,I'm rewatching Jujutsu Kaisen this weekend. 💯,4948,🔥
4953,2026-01-08 05:04:00,acc1,I think today's episode was incredible! ✨,4950,👍
4954,2026-01-08 05:06:00,acc2,Opening theme has been stuck in my head. 😀,,👍
4955,2026-01-08 05:08:00,acc3,No spoilers please! 😀,,🔥
4956,2026-01-08 05:10:00,acc4,Anyone watching Vinland Saga lately? 🍜,,😎
4957,2026-01-08 05:12:00,acc1,I'm rewatching Steins;Gate this weekend. ❤️,4941,👍
4958,2026-01-08 05:14:00,acc2,Opening theme has been stuck in my head. 📚,,
4959,2026-01-08 05:16:00,acc3,Random anime fact: Many anime openings become chart-topping songs. 😎,4948,😮
4960,2026-01-08 05:18:00,acc4,Opening theme has been stuck in my head. 😭,,😂
4961,2026-01-08 05:20:00,acc1,I think today's episode was incredible! 🍜,4947,😭
4962,2026-01-08 05:22:00,acc2,Anyone watching Solo Leveling lately? 😀,,❤️
4963,2026-01-08 05:24:00,acc3,I'm rewatching My Hero Academia this weekend. 😎,4959,😮
4964,2026-01-08 05:26:00,acc4,I think today's episode was incredible! ❤️,4961,💯
4965,2026-01-08 05:28:00,acc1,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🍜,,😎
4966,2026-01-08 05:30:00,acc2,Anyone watching Death Note lately? 💯,,😭
4967,2026-01-08 05:32:00,acc3,Random anime fact: One Piece is among the best-selling manga series. 😂,4960,😮
4968,2026-01-08 05:34:00,acc4,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 😂",,😮
4969,2026-01-08 05:36:00,acc1,Who's your favorite character from Frieren? 😂,,🔥
4970,2026-01-08 05:38:00,acc2,Random anime fact: Many anime openings become chart-topping songs. 🎉,4968,😎
4971,2026-01-08 05:40:00,acc3,Random anime fact: Many anime openings become chart-topping songs. ⚡,4967,😭
4972,2026-01-08 05:42:00,acc4,No spoilers please! 👀,,🔥
